source	target	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dip_url
P21754	Q12866	1	0	0	0	0	0	
P05067	Q96JT2	1	0	0	0	0	0	
O95972	Q04771	1	0	0	0	0	0	
O95972	Q13705	1	0	0	0	0	0	
P12645	Q04771	1	0	0	0	0	0	
P12645	P27037	1	0	0	0	0	0	
Q9NSG2	Q9NRQ2	1	0	0	0	0	0	
Q5T5A4	Q9NRQ2	1	0	0	0	0	0	
Q6UXA7	Q08345	1	0	0	0	0	0	
P08861	P20309	1	0	0	0	0	0	
P01215	P78324	1	0	0	0	0	0	
P0DN86	P78324	1	0	0	0	0	0	
Q9Y240	P10721	1	0	0	0	0	0	
O75596	Q92478	1	0	0	0	0	0	
P02458	P30953	1	0	0	0	0	0	
O43927	P28223	1	0	0	0	0	0	
Q16610	Q5VU97	1	0	0	0	0	0	
O95967	Q8NEC5	1	0	0	0	0	0	
O95967	Q96FE5	1	0	0	0	0	0	
Q99944	O14931	1	0	0	0	0	0	
O60383	Q9H0Q3	1	0	0	0	0	0	
O60383	Q96SN7	1	0	0	0	0	0	
P39905	Q8NCS7	1	0	0	0	0	0	
P10144	O00264	1	0	0	0	0	0	
Q6UWX4	Q5VU97	1	0	0	0	0	0	
Q9XRX5	P20309	1	0	0	0	0	0	
P10321	Q08345	1	0	0	0	0	0	
P10321	Q5TAH2	1	0	0	0	0	0	
P13747	O15374	1	0	0	0	0	0	
P98160	P20309	1	0	0	0	0	0	
P22301	Q9P1W8	1	0	0	0	0	0	
P60568	P15421	1	0	0	0	0	0	
P58166	Q04771	1	1	0	1	1	0	
P58166	P36896	1	1	0	1	1	0	
P58166	P17813	1	0	0	0	0	0	
Q9BQ66	P29972	1	0	0	0	0	0	
Q9BQ66	Q8NEC5	1	0	0	0	0	0	
Q9BQ66	P57739	1	0	0	0	0	0	
Q9BQ66	P26992	1	0	0	0	0	0	
Q9BQ66	Q96FE5	1	0	0	0	0	0	
P09619	Q9BQ66	1	0	0	0	0	0	
Q9BQ66	P09619	1	0	0	0	0	0	
Q9BQ66	Q9NRQ2	1	0	0	0	0	0	
Q08380	Q8TAA9	1	0	0	0	0	0	
Q9NZR2	Q03405	1	0	0	0	0	0	
P01374	Q5VU97	1	0	0	0	0	0	
P01374	P25101	1	0	0	0	0	0	
P02788	P14770	1	0	0	0	0	0	
P02788	Q16538	1	0	0	0	0	0	
Q5SRR4	Q9HCN3	1	0	0	0	0	0	
P21941	P23468	1	0	0	0	0	0	
P21741	P23467	1	0	0	0	0	0	
Q16674	Q9H159	1	0	0	0	0	0	
P09237	P55285	1	0	0	0	0	0	
Q9NV23	Q16653	1	0	0	0	0	0	
P07237	Q16538	1	0	0	0	0	0	
O95428	Q96NY8	1	0	0	0	0	0	
O95428	P78324	1	0	0	0	0	0	
O95084	Q9H0R3	1	0	0	0	0	0	
P07602	Q9NYQ6	1	0	0	0	0	0	
P21246	Q9Y6N8	1	0	0	0	0	0	
P00797	Q9UHC3	1	0	0	0	0	0	
P04278	Q8N6Q3	1	0	0	0	0	0	
P10451	P21453	1	0	0	0	0	0	
P02787	Q16538	1	0	0	0	0	0	
P01137	Q6YHK3	1	0	0	0	0	0	
P40225	O00241	1	0	0	0	0	0	
P24821	P21589	1	0	0	0	0	0	
P01375	P36941	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=3969
P01375	Q8WWX8	1	0	0	0	0	0	
P00491	P26992	1	0	0	0	0	0	
P14784	P01589	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=758
P14784	P31785	1	0	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=757
P31785	P14784	1	0	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=757
P01589	P31785	1	0	1	1	0	1	
Q14627	P24394	1	0	1	1	0	1	
P42701	Q5VWK5	1	1	0	1	1	0	
Q8NEJ0	P23229	1	1	0	1	1	0	
P07942	P26012	1	1	0	1	1	0	
Q8NEJ0	P26012	1	1	0	1	1	0	
Q8NEJ0	P16144	1	1	0	1	1	0	
O14786	Q9UIW2	1	0	1	1	0	1	
P32004	O14786	1	1	0	1	1	0	
Q8NEJ0	P08865	1	1	0	1	1	0	
Q9UNN8	P07204	1	1	0	1	1	0	
P37173	Q03167	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=11082
P36897	Q03167	1	0	1	1	0	1	
P32004	Q9UIW2	1	1	0	1	1	0	
Q96MS0	Q9Y6N7	1	0	1	1	0	1	
P54762	O15197	1	0	0	0	0	0	
P09172	P18825	1	1	0	1	1	0	
P09172	P07550	1	1	0	1	1	0	
P09172	P13945	1	1	0	1	1	0	
P09172	P35348	1	1	0	1	1	0	
P09172	P35368	1	1	0	1	1	0	
P09172	P25100	1	1	0	1	1	0	
P09172	P08913	1	1	0	1	1	0	
P09172	P18089	1	1	0	1	1	0	
P09172	P08588	1	1	0	1	1	0	
P09172	Q8N6U8	1	1	0	1	1	0	
P28329	P11229	1	1	0	1	1	0	
P28329	P08172	1	1	0	1	1	0	
P28329	P20309	1	1	0	1	1	0	
P28329	P08173	1	1	0	1	1	0	
P28329	P08912	1	1	0	1	1	0	
P07101	P21728	1	1	0	1	1	0	
P07101	P14416	1	1	0	1	1	0	
P07101	P35462	1	1	0	1	1	0	
P07101	P21917	1	1	0	1	1	0	
P07101	P21918	1	1	0	1	1	0	
P46597	P49286	1	1	0	1	1	0	
P17752	Q8NDV2	1	1	0	1	1	0	
P17752	Q8TDV5	1	1	0	1	1	0	
Q9NPH0	O94992	1	1	0	1	1	0	
O60760	Q13258	1	1	0	1	1	0	
P35354	P43088	1	1	0	1	1	0	
O60760	Q9Y5Y4	1	1	0	1	1	0	
P01148	Q96P88	1	1	0	1	1	0	
P05108	Q6TCH7	1	1	0	1	1	0	
P09529	Q13145	1	1	0	1	1	0	
P37023	P37173	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10658
O15230	P48509	1	1	0	1	1	0	
P07942	P48509	1	1	0	1	1	0	
Q8NEJ0	P48509	1	1	0	1	1	0	
COMPLEX:P08476_P09529	COMPLEX:P27037_Q04771	1	0	0	0	0	0	
COMPLEX:P08476_P09529	COMPLEX:Q04771_Q13705	1	0	0	0	0	0	
COMPLEX:P29459_Q14213	COMPLEX:P40189_Q99665	1	0	0	0	0	0	
P01584	COMPLEX:P01584_P27930_Q9NPH3	1	0	0	0	0	0	
P05112	COMPLEX:P24394_P35225_P78552	1	0	0	0	0	0	
P04275	COMPLEX:P07359_P13224	1	0	0	0	0	0	
P04141	COMPLEX:P04141_P15509_P32927	1	0	0	0	0	0	
P00734	COMPLEX:P07359_P13224	1	0	0	0	0	0	
Q9BZM4	COMPLEX:P26718_Q9UBK5	1	0	0	0	0	0	
Q96S42	COMPLEX:P13385_P36896_Q13705	1	0	0	0	0	0	
P09529	COMPLEX:Q04771_Q13705	1	0	0	0	0	0	
P08476	COMPLEX:Q04771_Q13705	1	0	0	0	0	0	
P01584	COMPLEX:P01584_P14778_Q9NPH3	1	0	0	0	0	0	
P01583	COMPLEX:P01584_P14778_Q9NPH3	1	0	0	0	0	0	
P05231	COMPLEX:P05231_P08887_P40189	1	0	0	0	0	0	
Q29983	COMPLEX:P26718_Q9UBK5	1	0	0	0	0	0	
P40933	COMPLEX:P14784_P31785_P40933_Q13261	1	0	0	0	0	0	
P09529	COMPLEX:P27037_Q04771	1	0	0	0	0	0	
P49763	COMPLEX:P17948_P35968	1	0	0	0	0	0	
P49765	COMPLEX:P17948_P35968	1	0	0	0	0	0	
P18510	COMPLEX:P01584_P27930_Q9NPH3	1	0	0	0	0	0	
Q5VY80	COMPLEX:P26718_Q9UBK5	1	0	0	0	0	0	
P08476	COMPLEX:P27037_Q04771	1	0	0	0	0	0	
P08476	COMPLEX:P27037_Q8NER5	1	0	0	0	0	0	
Q14116	COMPLEX:O95256_Q13478_Q14116	1	0	0	0	0	0	
Q8TD07	COMPLEX:P26718_Q9UBK5	1	0	0	0	0	0	
Q9BZM5	COMPLEX:P26718_Q9UBK5	1	0	0	0	0	0	
Q8IZI9	COMPLEX:Q08334_Q8IU57_Q8IZI9	1	0	0	0	0	0	
Q6H3X3	COMPLEX:P26718_Q9UBK5	1	0	0	0	0	0	
Q9GZX6	COMPLEX:Q8N6P7_Q9GZX6	1	0	0	0	0	0	
Q29980	COMPLEX:P26718_Q9UBK5	1	0	0	0	0	0	
P01583	COMPLEX:P01584_P27930_Q9NPH3	1	0	0	0	0	0	
P08476	COMPLEX:Q13705_Q8NER5	1	0	0	0	0	0	
Q9GZP0	COMPLEX:P09619_P16234	1	0	0	0	0	0	
P12645	COMPLEX:P27037_P36896	1	0	0	0	0	0	
P02768	COMPLEX:P55899_P61769	1	0	0	0	0	0	
P60568	COMPLEX:P01589_P14784_P31785_P60568	1	0	0	0	0	0	
P18510	COMPLEX:P01584_P14778_Q9NPH3	1	0	0	0	0	0	
P35225	COMPLEX:P24394_P35225_P78552	1	0	0	0	0	0	
P03971	COMPLEX:O00238_Q16671	1	0	0	0	0	0	
P10600	COMPLEX:P37173_Q04771	1	0	0	0	0	0	
P08253	COMPLEX:P05106_P06756	1	0	0	0	0	0	
P61812	COMPLEX:P37173_Q04771	1	0	0	0	0	0	
P01127	COMPLEX:P09619_P16234	1	0	0	0	0	0	
Q9HC73	COMPLEX:P16871_Q969D9_Q9HC73	1	0	0	0	0	0	
P35555	COMPLEX:P05556_P08648	1	0	0	0	0	0	
P01562	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
COMPLEX:P05556_P13612	P57087	1	0	0	0	0	0	
P57087	COMPLEX:P05556_P13612	1	0	0	0	0	0	
Q8IZJ0	COMPLEX:Q08334_Q8IU57	1	0	0	0	0	0	
P01566	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
P01571	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
Q86WN2	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
Q969D9	COMPLEX:P16871_Q969D9_Q9HC73	1	0	0	0	0	0	
P01574	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
P01569	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
P01137	COMPLEX:P37173_Q04771	1	0	0	0	0	0	
P32881	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
P01579	COMPLEX:P01579_P15260	1	0	0	0	0	0	
P01568	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
P01570	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
P05015	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
P01563	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
P01567	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
P05013	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
Q9P0W0	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
P05000	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
P01137	COMPLEX:P06756_P18564	1	0	0	0	0	0	
P05014	COMPLEX:P01563_P17181_P48551	1	0	0	0	0	0	
O60383	COMPLEX:P36897_Q13873	1	0	0	0	0	0	
P32881	Q8TDT2	1	0	0	0	0	0	
P13236	Q9NZD1	1	0	0	0	0	0	
Q08345	P02766	1	0	0	0	0	0	
P21802	Q01151	1	0	0	0	0	0	
P27539	Q13639	1	0	0	0	0	0	
O95393	P43629	1	0	0	0	0	0	
Q8NHW4	O15552	1	0	0	0	0	0	
Q92520	O15552	1	0	0	0	0	0	
P01344	Q8TDT2	1	0	0	0	0	0	
P41273	Q14627	1	0	0	0	0	0	
Q8NHW4	O15529	1	0	0	0	0	0	
O95393	P43628	1	0	0	0	0	0	
P01236	P05538	1	0	0	0	0	0	
P13236	Q8TDT2	1	0	0	0	0	0	
P41273	P20036	1	0	0	0	0	0	
Q92520	Q9UHP7	1	0	0	0	0	0	
P14174	Q92956	1	0	0	0	0	0	
Q92520	P43628	1	0	0	0	0	0	
P53621	P04233	1	0	0	0	0	0	
P09603	P30825	1	0	0	0	0	0	
O95390	Q9H6X2	1	0	0	0	0	0	
Q6UX27	Q86Y34	1	0	0	0	0	0	
P11362	P21802	1	0	0	0	0	0	
P21802	P11362	1	0	0	0	0	0	
Q92520	P10321	1	0	0	0	0	0	
P43490	P04629	1	0	0	0	0	0	
P23560	Q9Y624	1	0	0	0	0	0	
P01588	P52799	1	0	0	0	0	0	
O00182	Q07954	1	0	0	0	0	0	
P10451	P51685	1	0	0	0	0	0	
P22455	O00220	1	0	0	0	0	0	
P18075	Q15262	1	0	0	0	0	0	
P41273	Q8IZF4	1	0	0	0	0	0	
Q15848	P07307	1	0	0	0	0	0	
O15240	P04629	1	0	0	0	0	0	
P53621	P49286	1	0	0	0	0	0	
P53621	Q99523	1	0	0	0	0	0	
Q15848	Q8NFJ6	1	0	0	0	0	0	
Q92520	O15529	1	0	0	0	0	0	
P28799	P04629	1	0	0	0	0	0	
O95393	Q9H7M9	1	0	0	0	0	0	
P14174	Q9UBN6	1	0	0	0	0	0	
Q12904	P04629	1	0	0	0	0	0	
Q9Y275	P04440	1	0	0	0	0	0	
Q6UX27	P11279	1	0	0	0	0	0	
P22455	Q15256	1	0	0	0	0	0	
P53621	Q15077	1	0	0	0	0	0	
P21802	P54764	1	0	0	0	0	0	
P54764	P21802	1	0	0	0	0	0	
P21802	P16070	1	0	0	0	0	0	
Q15848	Q9UHP7	1	0	0	0	0	0	
Q02297	Q86X29	1	0	0	0	0	0	
P23560	Q8TDT2	1	0	0	0	0	0	
P22466	P20036	1	0	0	0	0	0	
Q02297	P04440	1	0	0	0	0	0	
P13236	P30825	1	0	0	0	0	0	
P01350	P43628	1	0	0	0	0	0	
Q8NHW4	Q8TDV0	1	0	0	0	0	0	
Q13007	Q04721	1	0	0	0	0	0	
P22455	P54764	1	0	0	0	0	0	
P54764	P22455	1	0	0	0	0	0	
P09603	Q9NYQ7	1	0	0	0	0	0	
O00182	Q5KU26	1	0	0	0	0	0	
P32970	Q9NZH0	1	0	0	0	0	0	
P02766	P08138	1	0	0	0	0	0	
P01350	Q8TDT2	1	0	0	0	0	0	
O95393	Q14943	1	0	0	0	0	0	
P49765	P07550	1	0	0	0	0	0	
P21802	Q9UBH6	1	0	0	0	0	0	
P43490	Q15077	1	0	0	0	0	0	
Q4G0M1	Q07954	1	0	0	0	0	0	
Q96T91	Q8WXG9	1	0	0	0	0	0	
P40199	P13688	1	0	0	0	0	0	
Q8NHW4	Q9H7M9	1	0	0	0	0	0	
P58499	O75197	1	0	0	0	0	0	
Q8NHW4	Q8TDT2	1	0	0	0	0	0	
O00182	Q15262	1	0	0	0	0	0	
Q92520	Q8IZF4	1	0	0	0	0	0	
P06744	P04629	1	0	0	0	0	0	
O95393	Q8TDT2	1	0	0	0	0	0	
P01375	Q9C0C4	1	0	0	0	0	0	
O00182	P08581	1	0	0	0	0	0	
P43490	Q14627	1	0	0	0	0	0	
P01127	Q8WXG9	1	0	0	0	0	0	
P21802	Q15256	1	0	0	0	0	0	
Q8NHW4	Q96P66	1	0	0	0	0	0	
P30530	Q13261	1	0	0	0	0	0	
Q13261	P30530	1	0	0	0	0	0	
P22607	P54764	1	0	0	0	0	0	
P54764	P22607	1	0	0	0	0	0	
O95393	O15552	1	0	0	0	0	0	
P15514	P05362	1	0	0	0	0	0	
P21802	P08922	1	0	0	0	0	0	
Q02297	Q8NC67	1	0	0	0	0	0	
Q15848	Q8TDT2	1	0	0	0	0	0	
Q92520	Q15116	1	0	0	0	0	0	
P53621	P04629	1	0	0	0	0	0	
P01222	P10321	1	0	0	0	0	0	
P04628	P16671	1	0	0	0	0	0	
P20774	P01911	1	0	0	0	0	0	
Q8NHW4	O15173	1	0	0	0	0	0	
P06881	P30988	1	0	0	0	0	0	
P41273	A4D1S0	1	0	0	0	0	0	
P49961	P0DMS8	1	0	0	0	0	0	
Q8N2X6	Q12933	1	0	0	0	0	0	
P55774	Q9UKR5	1	0	0	0	0	0	
P0DP23	O95477	1	0	0	0	0	0	
P0DP23	Q8IY26	1	0	0	0	0	0	
P0DP24	O95477	1	0	0	0	0	0	
P0DP25	O95477	1	0	0	0	0	0	
P0DP25	Q8IY26	1	0	0	0	0	0	
P55773	P08913	1	0	0	0	0	0	
P55773	Q14831	1	0	0	0	0	0	
P55773	P48039	1	0	0	0	0	0	
P16671	O00206	1	0	0	0	0	0	
P16671	Q9Y2C9	1	0	0	0	0	0	
Q8NEJ0	P56199	1	1	0	1	1	0	
Q8NEJ0	P17301	1	1	0	1	1	0	
Q8NEJ0	P26006	1	1	0	1	1	0	
Q8NEJ0	Q13683	1	1	0	1	1	0	
Q8NEJ0	P05556	1	1	0	1	1	0	
Q9Y625	Q07954	1	0	0	0	0	0	
Q9Y625	P98164	1	0	0	0	0	0	
P28482	P21802	1	0	1	1	0	1	
Q8IVG9	P08913	1	0	0	0	0	0	
Q8IVG9	Q14831	1	0	0	0	0	0	
Q8IVG9	P48039	1	0	0	0	0	0	
Q5SR53	O95867	1	0	0	0	0	0	
Q5SR53	O15374	1	0	0	0	0	0	
P62979	P07550	1	0	0	0	0	0	
P62979	P04626	1	0	0	0	0	0	
P62979	P21802	1	0	0	0	0	0	
P62979	P01130	1	0	0	0	0	0	
P62979	P98164	1	0	0	0	0	0	
P62979	Q13546	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=188226
P62979	P84022	1	0	0	0	0	0	
P36897	P62979	1	0	0	0	0	0	
P62979	P36897	1	0	0	0	0	0	
P62979	P37173	1	0	0	0	0	0	
P62979	O00206	1	0	0	0	0	0	
P62987	Q04771	1	0	0	0	0	0	
Q04771	P62987	1	0	0	0	0	0	
P62987	P07550	1	0	0	0	0	0	
P62987	P30556	1	0	0	0	0	0	
O00238	P62987	1	0	0	0	0	0	
P62987	O00238	1	0	0	0	0	0	
P62987	P00533	1	0	0	0	0	0	
P62987	P04626	1	0	0	0	0	0	
P62987	P21802	1	0	0	0	0	0	
P62987	P23945	1	0	0	0	0	0	
P62987	P01130	1	0	0	0	0	0	
P62987	P98164	1	0	0	0	0	0	
P62987	P46531	1	0	0	0	0	0	
P62987	Q13546	1	0	0	0	0	0	
P62987	P84022	1	0	0	0	0	0	
P36897	P62987	1	0	0	0	0	0	
P62987	P36897	1	0	0	0	0	0	
P62987	P37173	1	0	0	0	0	0	
P62987	O00206	1	0	0	0	0	0	
P0CG47	P07550	1	0	0	0	0	0	
P04626	P0CG47	1	0	0	0	0	0	
P0CG47	P04626	1	0	0	0	0	0	
P0CG47	P21802	1	0	0	0	0	0	
P0CG47	P01130	1	0	0	0	0	0	
P0CG47	P98164	1	0	0	0	0	0	
P0CG47	Q13546	1	0	0	0	0	0	
P0CG47	P84022	1	0	0	0	0	0	
P0CG47	P36897	1	0	0	0	0	0	
P36897	P0CG47	1	0	0	0	0	0	
P0CG47	P37173	1	0	0	0	0	0	
P0CG47	O00206	1	0	0	0	0	0	
P0CG48	P07550	1	0	0	0	0	0	
P0CG48	P04626	1	0	0	0	0	0	
P0CG48	P21802	1	0	0	0	0	0	
P0CG48	P01130	1	0	0	0	0	0	
P0CG48	P98164	1	0	0	0	0	0	
P0CG48	Q13546	1	0	0	0	0	0	
P0CG48	P84022	1	0	0	0	0	0	
P0CG48	P36897	1	0	0	0	0	0	
P0CG48	P37173	1	0	0	0	0	0	
P0CG48	O00206	1	0	0	0	0	0	
O14672	P52797	1	0	0	0	0	0	
P35625	P78536	1	0	0	0	0	0	
O43914	Q9NP99	1	0	0	0	0	0	
P35318	COMPLEX:O60895_Q16602	1	0	0	0	0	0	
Q15389	COMPLEX:P06756_P18084	1	0	0	0	0	0	
COMPLEX:P05067_P49768_P56817	P25090	1	0	0	0	0	0	
COMPLEX:P05067_P56817	O75509	1	0	0	0	0	0	
COMPLEX:P05556_P13612	P08571	1	0	0	0	0	0	
P08571	COMPLEX:P05556_P13612	1	0	0	0	0	0	
O94856	Q12860	1	0	0	0	0	0	
Q12860	O94856	1	0	0	0	0	0	
COMPLEX:O75462_Q9UBD9	P26992	1	0	0	0	0	0	
P29279	COMPLEX:P05106_P08514	1	0	0	0	0	0	
P29279	COMPLEX:P05556_P08648	1	0	0	0	0	0	
P29279	COMPLEX:P05106_P06756	1	0	0	0	0	0	
P78423	COMPLEX:P05556_P13612	1	0	0	0	0	0	
P78423	COMPLEX:P05106_P06756	1	0	0	0	0	0	
O00622	COMPLEX:P05106_P08514	1	0	0	0	0	0	
O00622	COMPLEX:P05556_P23229	1	0	0	0	0	0	
O00622	COMPLEX:P05106_P06756	1	0	0	0	0	0	
O43854	COMPLEX:P05556_P08648	1	0	0	0	0	0	
O43854	COMPLEX:P05106_P06756	1	0	0	0	0	0	
P35555	COMPLEX:P05106_P06756	1	0	0	0	0	0	
P02679	COMPLEX:P05106_P08514	1	0	0	0	0	0	
P02679	COMPLEX:P05106_P06756	1	0	0	0	0	0	
P98160	COMPLEX:P05556_P17301	1	0	0	0	0	0	
COMPLEX:P05106_P08514	Q14773	1	0	0	0	0	0	
Q14773	COMPLEX:P05106_P08514	1	0	0	0	0	0	
COMPLEX:P05556_P13612	Q14773	1	0	0	0	0	0	
Q14773	COMPLEX:P05556_P13612	1	0	0	0	0	0	
COMPLEX:P05106_P06756	Q14773	1	0	0	0	0	0	
Q14773	COMPLEX:P05106_P06756	1	0	0	0	0	0	
COMPLEX:P05106_P06756	P16284	1	0	0	0	0	0	
P16284	COMPLEX:P05106_P06756	1	0	0	0	0	0	
P21741	P05107	1	0	0	0	0	0	
Q08431	COMPLEX:P05106_P06756	1	0	0	0	0	0	
Q08431	COMPLEX:P06756_P18084	1	0	0	0	0	0	
Q6UXI9	COMPLEX:P05556_P53708	1	0	0	0	0	0	
P10451	COMPLEX:P13612_P26010	1	0	0	0	0	0	
P01137	COMPLEX:P05556_P06756	1	0	0	0	0	0	
P01137	COMPLEX:P05106_P06756	1	0	0	0	0	0	
P01137	COMPLEX:P06756_P18084	1	0	0	0	0	0	
P01137	COMPLEX:P06756_P26012	1	0	0	0	0	0	
P01024	Q2VPA4	1	0	0	0	0	0	
P02745	Q2VPA4	1	0	0	0	0	0	
P0C0L4	P15529	1	0	0	0	0	0	
P16619	P51679	1	1	0	1	1	0	
P01210	Q96LA9	1	0	0	0	0	0	
P00747	P98164	1	0	0	0	0	0	
O00626	Q16570	1	0	0	0	0	0	
O14757	P08631	1	0	0	0	0	0	
Q02156	O14920	1	1	0	1	1	0	
P06493	Q9GZV5	1	0	0	0	0	0	
O14757	Q14004	1	0	0	0	0	0	
P68400	Q8N5B7	1	0	0	0	0	0	
P06241	P31994	1	1	0	1	1	0	
P53350	P30260	1	1	0	1	1	0	
Q96GD4	P62807	1	0	0	0	0	0	
P31749	P68431	1	0	0	0	0	0	
P35626	P51681	1	1	0	1	1	0	
P42680	P09038	1	0	0	0	0	0	
Q07912	P10275	1	1	0	1	1	0	
P19784	Q96SB4	1	0	0	0	0	0	
O14920	Q9H3D4	1	1	0	1	1	0	
P17252	P49802	1	0	0	0	0	0	
P78527	P35637	1	0	0	0	0	0	
P12931	P52732	1	0	0	0	0	0	
P06493	P18754	1	0	0	0	0	0	
P12931	Q9Y6K9	1	0	0	0	0	0	
P27361	P35658	1	0	0	0	0	0	
P31749	Q13131	1	0	0	0	0	0	
P68400	O75822	1	0	0	0	0	0	
Q16539	Q8TE85	1	0	0	0	0	0	
P06493	Q96IF1	1	0	0	0	0	0	
P08581	Q04912	1	0	0	0	0	0	
Q04912	P08581	1	1	0	1	1	0	
O14965	O43521	1	0	0	0	0	0	
Q5S007	P04637	1	0	0	0	0	0	
P48729	Q13148	1	0	0	0	0	0	
Q9UQ88	O95238	1	0	0	0	0	0	
P17612	P00439	1	0	0	0	0	0	
O00311	Q9HAW4	1	0	0	0	0	0	
P17612	P27986	1	0	0	0	0	0	
Q86Y07	Q9UHP3	1	0	0	0	0	0	
P12931	Q13283	1	0	0	0	0	0	
O14578	P24844	1	0	0	0	0	0	
P11802	P43694	1	0	0	0	0	0	
P52333	O95644	1	0	0	0	0	0	
P53350	P30305	1	1	0	1	1	0	
Q02156	O75689	1	0	0	0	0	0	
P28482	Q8N9N5	1	0	0	0	0	0	
P06241	P07766	1	0	0	0	0	0	
P53350	Q14674	1	0	0	0	0	0	
Q9HC98	Q08999	1	0	0	0	0	0	
Q9NYL2	P68431	1	0	0	0	0	0	
P45984	Q14934	1	0	1	1	0	1	
P68400	P41208	1	0	0	0	0	0	
Q16539	Q9NRR4	1	0	0	0	0	0	
P06493	Q9UPU5	1	0	0	0	0	0	
P17612	Q9P0L9	1	0	0	0	0	0	
P06493	Q9BPX3	1	0	0	0	0	0	
Q02156	Q14145	1	0	0	0	0	0	
P45984	Q8IW41	1	0	0	0	0	0	
Q8IW41	P45984	1	0	0	0	0	0	
Q96GD4	P46013	1	0	0	0	0	0	
P17252	P21731	1	0	1	1	0	1	
Q9UQM7	O15273	1	0	0	0	0	0	
P17252	Q9NS23	1	0	0	0	0	0	
P17252	Q5NUL3	1	0	0	0	0	0	
P00558	Q15118	1	0	0	0	0	0	
Q15759	P17544	1	0	0	0	0	0	
P06493	Q9HCH0	1	0	0	0	0	0	
Q92630	P43686	1	0	0	0	0	0	
Q15418	O14727	1	0	0	0	0	0	
P49137	P07101	1	1	0	1	1	0	
Q9HC98	O95235	1	0	0	0	0	0	
P17612	Q14344	1	0	0	0	0	0	
O60285	P10636	1	0	0	0	0	0	
P43405	Q13094	1	1	0	1	1	0	
P17612	O95477	1	0	0	0	0	0	
Q9UBS0	P49841	1	0	0	0	0	0	
Q15139	Q92918	1	0	0	0	0	0	
P48730	P12830	1	0	0	0	0	0	
P68400	Q16625	1	1	0	1	1	0	
P00519	Q6P1J9	1	0	0	0	0	0	
Q05655	Q96C90	1	0	0	0	0	0	
Q6IQ55	Q7L0J3	1	0	0	0	0	0	
P31751	O43516	1	0	0	0	0	0	
P06493	P10412	1	0	0	0	0	0	
Q13131	P46527	1	0	0	0	0	0	
P17612	P50402	1	0	0	0	0	0	
P06241	O43490	1	0	0	0	0	0	
P17252	P08684	1	0	0	0	0	0	
P17252	P21730	1	0	0	0	0	0	
P53779	P01106	1	0	0	0	0	0	
P07948	P42679	1	0	0	0	0	0	
P42679	P07948	1	0	0	0	0	0	
P53779	P38936	1	0	0	0	0	0	
P00519	P25490	1	0	0	0	0	0	
Q9UQM7	Q00613	1	0	0	0	0	0	
P78527	Q13426	1	0	0	0	0	0	
P68400	Q93009	1	0	0	0	0	0	
Q05655	Q9UQ13	1	0	0	0	0	0	
Q96BR1	Q96J02	1	0	0	0	0	0	
P17252	Q06481	1	0	0	0	0	0	
P16591	P46459	1	0	0	0	0	0	
P23458	Q96EB6	1	0	0	0	0	0	
P07949	P18848	1	0	0	0	0	0	
P68400	Q9UHH9	1	0	0	0	0	0	
Q9UKI8	Q96PY6	1	0	0	0	0	0	
P17252	P08183	1	0	0	0	0	0	
Q9NYY3	P62258	1	0	0	0	0	0	
Q13131	P04406	1	0	0	0	0	0	
O14965	Q96CG3	1	0	0	0	0	0	
P12931	Q9Y613	1	0	0	0	0	0	
P17612	Q16665	1	0	0	0	0	0	
O14965	P03372	1	0	0	0	0	0	
Q9NRM7	P00519	1	0	0	0	0	0	
P00519	P08581	1	1	0	1	1	0	
P53350	Q7L2Z9	1	0	0	0	0	0	
P17612	Q9NS28	1	0	0	0	0	0	
P68400	Q96FW1	1	0	0	0	0	0	
P12931	P52789	1	0	0	0	0	0	
Q9H2X6	P17676	1	0	0	0	0	0	
